,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,rooms_per_bedroom,population_per_household,bedroom_per_household,room_per_household
4307,-118.31,34.09,30.0,2.0,240600.0,1,2,3,1,2
4308,-118.31,34.09,42.0,1.5195,218200.0,1,2,3,1,2
4309,-118.32,34.09,44.0,1.676,208800.0,1,6,3,0,3
4310,-118.32,34.09,30.0,2.0044,212500.0,1,2,3,0,2
4311,-118.32,34.09,28.0,1.879,218800.0,1,2,3,1,2
4312,-118.33,34.09,36.0,3.6953,200000.0,1,3,3,1,4
4313,-118.33,34.09,36.0,1.4375,165000.0,1,3,2,1,4
4314,-118.33,34.09,40.0,1.9911,220000.0,1,2,2,1,3
4315,-118.34,34.09,5.0,2.3568,204700.0,1,2,2,1,3
4316,-118.34,34.09,14.0,2.2,210000.0,1,3,2,1,3
4317,-118.34,34.08,50.0,3.1078,346700.0,1,4,1,1,4
4318,-118.34,34.09,52.0,3.2946,321600.0,1,3,1,1,3
4319,-118.34,34.08,52.0,10.3661,500001.0,1,7,3,1,8
4320,-118.35,34.09,47.0,2.8021,280600.0,1,3,1,1,3
4321,-118.35,34.08,52.0,3.8472,395700.0,1,5,2,0,4
4322,-118.35,34.08,52.0,3.8141,342000.0,1,5,2,1,5
4323,-118.35,34.09,42.0,2.5982,315800.0,1,3,2,1,3
4324,-118.35,34.08,52.0,4.5833,333900.0,1,4,2,0,4
4325,-118.36,34.08,52.0,3.2824,304800.0,1,4,1,1,4
4326,-118.32,34.08,52.0,3.125,380400.0,1,4,2,1,4
4327,-118.33,34.08,52.0,3.5083,500001.0,1,3,1,1,4
4328,-118.33,34.08,50.0,3.2426,442900.0,1,3,1,1,3
4329,-118.31,34.08,30.0,2.2422,254500.0,1,3,3,1,3
4330,-118.31,34.08,31.0,1.7542,287500.0,1,2,3,1,3
4331,-118.32,34.08,46.0,2.4196,358100.0,1,3,2,1,3
4332,-118.31,34.08,23.0,2.7543,220000.0,1,2,2,1,3
4333,-118.32,34.08,52.0,3.37,330300.0,1,3,2,1,3
4334,-118.32,34.08,52.0,4.1429,380300.0,1,5,2,1,5
4335,-118.3,34.08,34.0,1.8771,247500.0,1,2,3,1,2
4336,-118.3,34.08,36.0,2.1766,205600.0,1,2,3,1,2
4337,-118.31,34.08,27.0,2.8971,251100.0,1,2,3,0,2
4338,-118.31,34.08,26.0,2.7038,227100.0,1,3,3,1,3
4339,-118.29,34.08,34.0,1.525,210000.0,1,2,3,1,2
4340,-118.29,34.08,23.0,1.8495,212500.0,1,1,3,1,2
4341,-118.3,34.08,34.0,1.5685,225000.0,1,2,3,1,2
4342,-118.3,34.08,32.0,2.3846,258300.0,1,2,3,1,2
4343,-118.29,34.08,25.0,2.4,173900.0,1,2,3,1,3
4344,-118.29,34.08,38.0,1.9286,137500.0,1,2,3,0,2
4345,-118.37,34.12,34.0,11.615,500001.0,1,7,2,1,7
4346,-118.36,34.12,26.0,8.5136,500001.0,1,6,2,0,6
4347,-118.35,34.11,33.0,4.1717,500001.0,1,4,1,1,4
4348,-118.36,34.11,35.0,6.5195,500001.0,1,5,2,1,6
4349,-118.38,34.11,38.0,7.1134,416700.0,1,4,1,1,5
4350,-118.37,34.11,42.0,8.5842,500001.0,1,5,1,1,5
4351,-118.36,34.1,36.0,2.5588,500001.0,1,3,1,1,3
4352,-118.37,34.1,37.0,15.0001,500001.0,1,6,2,1,8
4353,-118.38,34.1,39.0,9.3092,500001.0,1,6,1,1,7
4354,-118.39,34.1,30.0,8.944,500001.0,1,6,2,1,7
4355,-118.39,34.09,41.0,4.3214,500001.0,1,5,1,1,5
4356,-118.36,34.09,38.0,2.9643,355300.0,1,3,1,1,3
4357,-118.36,34.08,40.0,1.9937,367100.0,1,4,2,1,4
4358,-118.37,34.08,52.0,3.9783,374100.0,1,4,1,1,4
4359,-118.37,34.08,22.0,3.2149,300000.0,1,3,1,1,3
4360,-118.37,34.09,31.0,2.8942,500001.0,1,3,1,1,3
4361,-118.36,34.08,45.0,3.3864,397900.0,1,4,2,1,4
4362,-118.37,34.08,52.0,5.7524,393600.0,1,5,2,1,5
4363,-118.37,34.08,52.0,6.0338,423700.0,1,5,2,1,5
4364,-118.26,34.1,48.0,3.6579,318600.0,1,4,2,1,4
4365,-118.26,34.1,52.0,4.0721,350000.0,1,4,3,1,6
4366,-118.27,34.1,51.0,6.4459,421600.0,1,6,2,1,6
4367,-118.27,34.1,41.0,5.7778,412700.0,1,5,1,1,5
4368,-118.27,34.11,41.0,2.978,306800.0,1,3,1,1,4
4369,-118.28,34.11,46.0,4.2019,352100.0,1,5,2,0,5
4370,-118.28,34.11,52.0,5.4122,397500.0,1,5,2,1,6
4371,-118.28,34.11,52.0,4.5781,360500.0,1,4,2,1,4
4372,-118.28,34.1,44.0,4.0602,324000.0,1,4,2,1,4
4373,-118.27,34.1,50.0,4.7132,304600.0,1,5,1,0,5
4374,-118.28,34.1,49.0,3.0958,210900.0,1,3,2,1,4
4375,-118.28,34.1,48.0,2.3421,200000.0,1,3,2,1,3
4376,-118.28,34.1,49.0,2.7875,217300.0,1,3,2,1,3
4377,-118.27,34.09,48.0,4.1667,344800.0,1,5,2,1,5
4378,-118.27,34.09,52.0,3.9674,268800.0,1,4,2,1,4
4379,-118.28,34.09,52.0,2.3333,196500.0,1,3,2,1,3
4380,-118.27,34.09,52.0,3.7847,252300.0,1,4,2,1,4
4381,-118.26,34.09,51.0,3.6434,278800.0,1,4,2,1,4
4382,-118.26,34.09,36.0,3.8448,241400.0,1,4,3,1,4
4383,-118.27,34.09,52.0,4.625,230800.0,1,4,2,1,5
4384,-118.27,34.09,44.0,2.9709,225000.0,1,3,2,1,4
4385,-118.26,34.08,52.0,2.3816,166700.0,1,3,3,1,3
4386,-118.26,34.08,41.0,2.4375,203300.0,1,3,2,0,3
4387,-118.26,34.08,46.0,3.5039,187500.0,1,3,3,0,3
4388,-118.27,34.08,35.0,2.3913,198800.0,1,3,3,1,3
4389,-118.26,34.07,36.0,2.0214,170500.0,1,2,3,1,3
4390,-118.26,34.07,28.0,2.625,187500.0,1,3,3,0,2
4391,-118.27,34.07,27.0,1.7016,160000.0,1,2,4,1,2
4392,-118.27,34.08,38.0,2.5521,157500.0,1,2,3,1,2
4393,-118.27,34.08,46.0,2.7179,184300.0,1,3,3,1,3
4394,-118.28,34.08,42.0,2.9423,200000.0,1,2,2,1,2
4395,-118.28,34.08,52.0,2.6178,203100.0,1,3,3,1,3
4396,-118.27,34.08,43.0,3.2386,185000.0,1,3,2,1,3
4397,-118.27,34.07,38.0,1.87,170800.0,1,2,3,1,2
4398,-118.28,34.08,42.0,3.1607,182000.0,1,3,3,1,3
4399,-118.28,34.09,52.0,2.4429,228800.0,1,3,1,0,3
4400,-118.28,34.08,39.0,2.875,213500.0,1,3,2,1,3
4401,-118.28,34.08,40.0,2.7366,169100.0,1,3,3,1,3
4402,-118.28,34.09,49.0,2.4677,219200.0,1,3,2,1,3
4403,-118.23,34.07,35.0,1.9722,156300.0,1,3,3,0,3
4404,-118.23,34.07,40.0,3.1944,143800.0,1,4,3,1,4
4405,-118.24,34.08,52.0,4.9844,187500.0,1,5,3,0,4
4406,-118.24,34.08,52.0,4.025,137500.0,1,5,2,1,5
4407,-118.23,34.09,47.0,2.6442,136100.0,1,3,3,1,3
4408,-118.23,34.09,49.0,2.6923,150000.0,1,3,3,1,3
4409,-118.23,34.09,45.0,2.6051,155500.0,1,3,3,1,3
4410,-118.25,34.09,52.0,3.5603,210000.0,1,4,2,1,4
4411,-118.25,34.09,52.0,3.75,241700.0,1,5,1,1,6
4412,-118.25,34.08,44.0,2.1108,200000.0,1,3,2,1,3
4413,-118.25,34.08,47.0,2.6136,169200.0,1,3,3,1,3
4414,-118.25,34.09,43.0,2.6336,174300.0,1,2,3,1,3
4415,-118.25,34.09,52.0,2.935,189400.0,1,3,2,1,4
4416,-118.26,34.08,50.0,1.7945,166700.0,1,2,3,0,2
4417,-118.26,34.08,45.0,2.5428,167800.0,1,3,3,1,3
4418,-118.25,34.09,52.0,3.1864,189800.0,1,4,2,1,4
4419,-118.26,34.08,45.0,1.9209,179200.0,1,2,3,1,2
4420,-118.26,34.07,46.0,2.4038,181700.0,1,3,3,1,3
4421,-118.26,34.07,52.0,2.7625,232100.0,1,4,3,1,4
4422,-118.25,34.07,47.0,1.9028,217900.0,1,3,3,1,3
4423,-118.25,34.07,43.0,2.0,175000.0,1,2,4,1,2
4424,-118.25,34.06,20.0,1.5491,225000.0,1,2,3,0,1
4425,-118.24,34.07,27.0,1.6136,137500.0,1,2,3,0,2
4426,-118.25,34.07,18.0,2.2545,192500.0,1,3,3,1,3
4427,-118.25,34.07,16.0,2.3942,133300.0,1,3,3,1,3
4428,-118.22,34.09,40.0,1.875,150000.0,1,3,3,1,4
4429,-118.22,34.08,31.0,1.8173,154200.0,1,3,4,0,3
4430,-118.22,34.08,34.0,1.9704,152100.0,1,3,4,1,3
4431,-118.19,34.08,38.0,2.3409,115500.0,1,4,4,1,4
4432,-118.2,34.08,49.0,2.4375,114000.0,1,4,4,0,4
4433,-118.2,34.07,21.0,1.9937,139600.0,1,3,4,1,3
4434,-118.2,34.07,34.0,2.2708,159600.0,1,3,4,1,3
4435,-118.21,34.08,39.0,2.2907,133900.0,1,2,4,1,3
4436,-118.21,34.08,26.0,1.9495,173200.0,1,3,3,1,3
4437,-118.2,34.09,39.0,2.5343,138200.0,1,3,4,1,4
4438,-118.2,34.08,41.0,2.2222,126000.0,1,4,4,1,4
4439,-118.19,34.1,39.0,4.239,213000.0,1,4,2,1,5
4440,-118.21,34.08,52.0,2.6806,153000.0,1,4,4,1,4
4441,-118.21,34.09,39.0,1.6118,138500.0,1,3,3,1,3
4442,-118.21,34.09,39.0,2.4632,144200.0,1,3,4,1,3
4443,-118.21,34.09,37.0,1.9881,159200.0,1,3,3,0,3
4444,-118.22,34.07,35.0,2.0133,145800.0,1,3,4,0,3
4445,-118.22,34.07,36.0,1.7463,158300.0,1,3,4,1,3
4446,-118.21,34.07,31.0,2.1333,160200.0,1,3,4,1,3
4447,-118.21,34.07,52.0,2.4135,167200.0,1,4,4,0,4
4448,-118.21,34.07,47.0,1.7292,191700.0,1,3,3,1,3
4449,-118.21,34.07,31.0,2.3859,153100.0,1,3,3,1,3
4450,-118.21,34.07,42.0,1.9375,168800.0,1,2,4,0,2
4451,-118.21,34.06,29.0,1.8781,147500.0,1,3,4,1,3
4452,-118.16,34.09,36.0,2.1696,170800.0,1,3,3,1,4
4453,-118.17,34.1,48.0,3.1146,142500.0,1,4,4,0,4
4454,-118.17,34.1,37.0,1.3125,145800.0,1,3,3,0,3
4455,-118.17,34.09,45.0,3.3977,153800.0,1,4,3,0,4
4456,-118.18,34.09,40.0,2.6226,148800.0,1,3,4,1,4
4457,-118.18,34.09,44.0,3.3785,184900.0,1,3,4,1,4
4458,-118.19,34.09,41.0,1.9706,144200.0,1,3,3,0,3
4459,-118.18,34.1,10.0,4.875,200400.0,1,4,2,1,5
4460,-118.18,34.1,10.0,4.975,166700.0,1,4,1,1,4
4461,-118.18,34.1,7.0,4.7853,153100.0,1,3,2,1,4
4462,-118.18,34.1,8.0,4.9231,230900.0,1,4,1,1,4
4463,-118.18,34.08,35.0,2.9167,129300.0,1,3,4,1,4
4464,-118.19,34.08,35.0,1.9038,139500.0,1,4,3,1,4
4465,-118.19,34.07,38.0,3.0241,166300.0,1,4,3,1,4
4466,-118.19,34.07,42.0,3.375,169600.0,1,4,3,0,4
4467,-118.19,34.06,44.0,2.5132,163100.0,1,4,3,1,4
4468,-118.16,34.09,33.0,2.375,175000.0,1,3,3,1,4
4469,-118.16,34.09,50.0,3.1442,162100.0,1,5,3,0,4
4470,-118.17,34.09,36.0,2.5523,156500.0,1,3,3,1,3
4471,-118.17,34.09,33.0,2.2348,146600.0,1,3,4,1,3
4472,-118.18,34.08,31.0,2.9939,135500.0,1,4,4,1,4
4473,-118.18,34.08,33.0,2.3281,151900.0,1,3,3,1,3
4474,-118.16,34.08,43.0,3.2031,144600.0,1,4,3,1,4
4475,-118.17,34.08,39.0,3.2279,158500.0,1,4,4,1,4
4476,-118.17,34.08,33.0,3.375,147500.0,1,3,4,1,3
4477,-118.18,34.07,28.0,2.6842,156000.0,1,4,3,1,4
4478,-118.17,34.07,19.0,3.4952,150000.0,1,3,3,1,4
4479,-118.16,34.07,41.0,3.5769,135700.0,1,4,18,1,4
4480,-118.17,34.07,37.0,3.875,148500.0,1,5,3,0,4
4481,-118.18,34.06,27.0,2.6083,148600.0,1,3,3,0,3
4482,-118.19,34.06,32.0,1.9762,137500.0,1,3,4,0,3
4483,-118.19,34.06,47.0,1.1868,93800.0,1,3,5,1,3
4484,-118.2,34.06,46.0,2.2961,112500.0,1,3,4,0,3
4485,-118.2,34.06,40.0,2.1136,111800.0,1,3,4,0,3
4486,-118.2,34.05,8.0,2.4886,137500.0,1,3,4,1,4
4487,-118.19,34.05,46.0,1.6667,133600.0,1,3,4,0,3
4488,-118.2,34.05,36.0,2.0885,142800.0,1,3,4,1,3
4489,-118.19,34.05,37.0,3.2125,125000.0,1,4,4,1,5
4490,-118.2,34.06,46.0,2.1029,109400.0,1,3,4,1,3
4491,-118.21,34.06,30.0,2.3611,156800.0,1,3,7,1,3
4492,-118.22,34.06,52.0,10.2264,112500.0,1,8,4,0,4
4493,-118.22,34.05,36.0,1.0714,137500.0,1,2,3,1,2
4494,-118.21,34.06,52.0,2.095,109100.0,1,4,3,0,3
4495,-118.22,34.06,34.0,2.2344,153100.0,1,2,3,1,3
4496,-118.22,34.05,34.0,3.1654,155000.0,1,2,3,1,3
4497,-118.22,34.05,41.0,1.6122,157100.0,1,2,3,1,3
4498,-118.21,34.05,26.0,1.3846,129200.0,1,2,2,1,3
4499,-118.21,34.05,28.0,2.52,131900.0,1,3,4,1,3
4500,-118.21,34.05,28.0,1.9271,136400.0,1,2,4,1,2
4501,-118.21,34.05,45.0,2.121,144000.0,1,3,4,0,3
4502,-118.2,34.05,43.0,1.9615,141700.0,1,3,4,1,3
4503,-118.2,34.05,40.0,1.9205,121900.0,1,3,4,1,3
4504,-118.2,34.05,40.0,1.7054,117200.0,1,3,3,1,3
4505,-118.2,34.05,42.0,2.02,147200.0,1,2,4,1,2
4506,-118.2,34.05,41.0,2.625,150000.0,1,3,4,0,3
4507,-118.19,34.05,43.0,2.7708,127900.0,1,3,4,1,3
4508,-118.19,34.05,41.0,2.1058,124300.0,1,4,4,1,4
4509,-118.2,34.05,50.0,2.29,121800.0,1,3,3,1,3
4510,-118.19,34.04,45.0,2.1806,134900.0,1,4,4,0,4
4511,-118.19,34.04,40.0,1.9688,150000.0,1,3,4,1,3
4512,-118.19,34.03,52.0,2.1071,136700.0,1,4,4,0,4
4513,-118.19,34.03,50.0,3.2639,142600.0,1,4,3,1,5
4514,-118.2,34.04,52.0,2.07,136300.0,1,4,4,1,4
4515,-118.2,34.04,47.0,3.7619,127600.0,1,4,4,1,4
4516,-118.2,34.03,52.0,2.3716,122800.0,1,3,4,1,3
4517,-118.2,34.04,44.0,1.8224,143800.0,1,3,3,1,3
4518,-118.2,34.04,36.0,2.181,147200.0,1,3,4,1,3
4519,-118.2,34.04,44.0,1.6888,125000.0,1,2,3,1,3
4520,-118.2,34.04,18.0,1.0333,135400.0,1,3,2,1,3
4521,-118.21,34.04,36.0,2.1862,135300.0,1,3,4,0,3
4522,-118.21,34.04,37.0,2.2454,165000.0,1,3,3,0,3
4523,-118.21,34.04,47.0,2.8,148400.0,1,3,4,1,3
4524,-118.21,34.05,28.0,1.6319,151600.0,1,2,4,1,2
4525,-118.21,34.04,52.0,2.1923,155000.0,1,3,4,0,3
4526,-118.22,34.05,43.0,1.9402,139300.0,1,2,4,1,2
4527,-118.21,34.05,47.0,2.5455,114300.0,1,3,4,1,3
4528,-118.22,34.04,43.0,1.4189,141700.0,1,2,4,0,2
4529,-118.22,34.05,44.0,1.2,115600.0,1,3,4,0,2
4530,-118.22,34.04,43.0,1.5163,115000.0,1,2,3,1,3
4531,-118.21,34.04,43.0,1.9405,152500.0,1,3,3,1,3
4532,-118.21,34.04,47.0,2.2788,139600.0,1,3,4,1,3
4533,-118.22,34.03,45.0,1.8125,139600.0,1,2,4,0,2
4534,-118.21,34.03,45.0,2.6573,141800.0,1,3,4,1,4
4535,-118.21,34.03,44.0,2.5268,141100.0,1,3,4,1,3
4536,-118.21,34.03,52.0,2.2083,146300.0,1,3,4,1,4
4537,-118.21,34.03,47.0,2.2656,145000.0,1,3,3,0,3
4538,-118.2,34.03,41.0,1.925,135200.0,1,3,3,1,4
4539,-118.2,34.02,49.0,2.75,146000.0,1,3,4,1,3
4540,-118.2,34.03,52.0,2.3472,135200.0,1,3,4,1,3
4541,-118.2,34.03,37.0,2.7266,140800.0,1,4,4,1,4
4542,-118.2,34.03,52.0,1.4115,140600.0,1,3,4,0,3
4543,-118.21,34.02,45.0,2.6875,129700.0,1,3,4,1,4
4544,-118.19,34.02,44.0,2.3575,144800.0,1,3,4,1,3
4545,-118.2,34.02,48.0,2.3944,130700.0,1,3,4,0,3
4546,-118.2,34.02,26.0,1.625,175000.0,1,4,3,1,4
4547,-118.2,34.02,42.0,3.7543,126600.0,1,4,4,1,4
4548,-118.21,34.02,52.0,7.5752,67500.0,1,3,7,1,3
4549,-118.21,34.02,43.0,1.3615,133300.0,1,3,4,1,3
4550,-118.23,34.05,52.0,2.5313,225000.0,1,1,1,1,1
4551,-118.24,34.05,13.0,0.8288,181300.0,1,2,2,1,2
4552,-118.24,34.04,52.0,1.0769,112500.0,1,1,1,1,1
4553,-118.24,34.06,33.0,1.1979,350000.0,1,1,2,1,2
4554,-118.24,34.06,8.0,1.0227,87500.0,1,2,2,1,2
4555,-118.24,34.06,19.0,1.7395,162500.0,1,2,3,1,2
4556,-118.25,34.05,52.0,0.6775,350000.0,1,1,1,1,1
4557,-118.25,34.05,8.0,0.8131,275000.0,1,2,1,1,3
4558,-118.25,34.06,12.0,5.3081,287500.0,1,2,1,1,3
4559,-118.26,34.05,52.0,4.0972,500001.0,1,1,1,1,2
4560,-118.26,34.04,6.0,2.462,162500.0,1,2,2,1,3
4561,-118.25,34.06,52.0,1.7763,312500.0,1,2,4,1,3
4562,-118.26,34.06,15.0,1.4886,175000.0,1,2,4,1,3
4563,-118.26,34.06,40.0,1.8625,131300.0,1,2,4,1,2
4564,-118.26,34.07,52.0,1.8438,185900.0,1,2,4,1,3
4565,-118.26,34.07,40.0,2.2607,165600.0,1,2,3,1,2
4566,-118.26,34.07,30.0,2.5227,187500.0,1,3,3,1,4
4567,-118.26,34.06,38.0,2.345,225000.0,1,2,3,0,2
4568,-118.26,34.06,42.0,1.5854,87500.0,1,1,3,1,2
4569,-118.27,34.07,42.0,2.3438,213300.0,1,2,3,1,2
4570,-118.27,34.06,30.0,1.5885,154200.0,1,2,2,1,2
4571,-118.27,34.07,34.0,2.3438,152100.0,1,2,3,1,2
4572,-118.27,34.07,32.0,2.1135,152500.0,1,2,3,0,2
4573,-118.27,34.06,33.0,1.9818,208300.0,1,2,3,1,2
4574,-118.27,34.07,33.0,2.3981,183300.0,1,2,3,1,2
4575,-118.28,34.07,41.0,1.9233,207100.0,1,3,3,1,3
4576,-118.28,34.07,24.0,2.4632,216700.0,1,2,2,1,2
4577,-118.28,34.07,14.0,2.2552,265900.0,1,2,2,1,2
4578,-118.28,34.07,32.0,2.3636,190000.0,1,3,3,1,3
4579,-118.28,34.07,25.0,2.0173,177500.0,1,2,2,1,2
4580,-118.28,34.06,14.0,1.1642,400000.0,1,2,2,1,2
4581,-118.28,34.06,17.0,1.7199,175000.0,1,2,3,1,2
4582,-118.27,34.06,17.0,1.1346,137500.0,1,1,3,1,1
4583,-118.27,34.06,25.0,1.3241,112500.0,1,1,3,1,1
4584,-118.27,34.06,45.0,1.494,187500.0,1,1,3,1,1
4585,-118.27,34.06,26.0,1.4904,275000.0,1,1,3,1,1
4586,-118.26,34.06,33.0,1.7238,110000.0,1,1,3,1,1
4587,-118.27,34.05,37.0,2.7634,137500.0,1,1,4,0,1
4588,-118.27,34.05,52.0,0.9563,275000.0,1,1,2,1,1
4589,-118.28,34.06,52.0,1.6184,225000.0,1,2,3,1,2
4590,-118.28,34.06,52.0,1.1122,187500.0,1,2,2,1,2
4591,-118.28,34.06,42.0,1.2254,162500.0,1,5,3,0,2
4592,-118.27,34.05,25.0,1.7866,325000.0,1,1,3,1,1
4593,-118.27,34.05,26.0,1.5727,225000.0,1,1,3,1,2
4594,-118.28,34.05,28.0,1.4615,275000.0,1,2,3,1,2
4595,-118.28,34.05,31.0,1.6355,162500.0,1,2,3,1,2
4596,-118.28,34.05,41.0,1.4413,158900.0,1,2,4,1,2
4597,-118.28,34.05,41.0,1.3,162500.0,1,1,3,0,1
4598,-118.28,34.05,44.0,1.4801,212500.0,1,2,4,1,2
4599,-118.27,34.05,47.0,1.3169,112500.0,1,1,4,1,2
4600,-118.27,34.04,13.0,1.7038,118100.0,1,4,3,0,2
4601,-118.27,34.05,24.0,1.8304,225000.0,1,1,3,1,1
4602,-118.27,34.05,12.0,1.2012,275000.0,1,1,3,0,1
4603,-118.32,34.07,52.0,8.8062,500001.0,1,7,2,0,6
4604,-118.33,34.06,52.0,15.0001,500001.0,1,7,3,1,8
4605,-118.33,34.07,52.0,15.0001,500001.0,1,8,3,0,8
4606,-118.33,34.07,52.0,15.0001,500001.0,1,8,3,1,9
4607,-118.34,34.06,52.0,7.4574,500001.0,1,6,3,1,7
4608,-118.34,34.06,52.0,3.4812,432800.0,1,4,2,1,4
4609,-118.29,34.08,49.0,1.6806,316700.0,1,2,3,0,1
4610,-118.29,34.07,19.0,2.5386,290600.0,1,2,2,1,2
4611,-118.29,34.06,9.0,2.0185,141700.0,1,1,2,1,2
4612,-118.29,34.07,22.0,1.6406,300000.0,1,1,2,1,1
4613,-118.29,34.07,26.0,2.3567,253100.0,1,2,2,1,2
4614,-118.29,34.08,43.0,1.925,300000.0,1,2,3,1,2
4615,-118.3,34.07,31.0,2.4348,230600.0,1,2,3,1,2
4616,-118.3,34.07,46.0,1.8238,237500.0,1,2,3,1,2
4617,-118.3,34.07,26.0,2.3375,282300.0,1,2,3,1,2
4618,-118.3,34.07,36.0,3.425,281700.0,1,3,3,1,3
4619,-118.31,34.07,28.0,2.2364,305600.0,1,2,3,1,2
4620,-118.31,34.08,49.0,2.6218,350900.0,1,4,2,1,4
4621,-118.31,34.07,40.0,2.2653,445000.0,1,3,2,1,3
4622,-118.32,34.07,52.0,11.2185,500001.0,1,8,2,1,8
4623,-118.31,34.06,36.0,0.8804,450000.0,1,2,1,1,2
4624,-118.32,34.06,52.0,5.7393,500001.0,1,3,2,1,4
4625,-118.32,34.07,25.0,3.5909,404500.0,1,3,2,1,4
4626,-118.32,34.06,52.0,15.0001,500001.0,1,9,3,0,7
4627,-118.31,34.07,26.0,2.3105,166700.0,1,2,2,1,2
4628,-118.31,34.06,30.0,1.6987,412500.0,1,2,2,1,2
4629,-118.3,34.07,18.0,2.2708,175000.0,1,8,2,0,2
4630,-118.31,34.07,20.0,2.3674,500001.0,1,2,2,1,2
4631,-118.3,34.06,20.0,2.2094,75000.0,1,1,2,1,2
4632,-118.31,34.06,34.0,1.9038,325000.0,1,2,2,1,2
4633,-118.29,34.07,24.0,1.7365,112500.0,1,2,2,1,2
4634,-118.3,34.07,28.0,1.8829,300000.0,1,2,2,1,2
4635,-118.3,34.06,43.0,1.6953,150000.0,1,1,1,1,2
4636,-118.29,34.06,42.0,1.5553,70000.0,1,1,3,1,1
4637,-118.29,34.06,27.0,1.5954,187500.0,1,2,3,1,2
4638,-118.29,34.06,46.0,2.1637,350000.0,1,1,3,1,2
4639,-118.3,34.06,47.0,1.468,137500.0,1,1,3,1,1
4640,-118.29,34.06,23.0,1.9309,233300.0,1,2,3,1,2
4641,-118.3,34.06,33.0,2.0332,270000.0,1,1,3,1,2
4642,-118.3,34.06,21.0,1.8214,475000.0,1,2,2,1,2
4643,-118.3,34.06,23.0,1.7896,322200.0,1,2,3,1,2
4644,-118.31,34.06,24.0,2.8202,500001.0,1,2,2,1,3
4645,-118.31,34.06,47.0,1.6725,187500.0,1,1,2,1,2
4646,-118.31,34.06,34.0,2.0547,410000.0,1,2,2,1,3
4647,-118.31,34.06,52.0,2.1435,328900.0,1,2,2,1,2
4648,-118.31,34.06,31.0,2.0278,360000.0,1,2,3,1,2
4649,-118.31,34.06,14.0,1.9949,380000.0,1,2,2,1,2
4650,-118.32,34.05,42.0,3.5517,291500.0,1,4,3,1,4
4651,-118.32,34.06,43.0,4.125,436800.0,1,4,2,1,4
4652,-118.32,34.06,36.0,4.5918,337000.0,1,4,2,1,5
4653,-118.33,34.06,52.0,8.3617,433800.0,1,5,2,0,5
4654,-118.33,34.05,48.0,3.375,257800.0,1,4,3,1,4
4655,-118.33,34.05,44.0,2.5284,226300.0,1,4,3,0,3
4656,-118.33,34.05,45.0,2.1736,171300.0,1,3,3,1,3
4657,-118.32,34.05,50.0,1.5882,327300.0,1,3,3,1,4
4658,-118.32,34.05,42.0,1.9923,250000.0,1,2,3,1,2
4659,-118.31,34.05,35.0,2.5313,305800.0,1,4,3,1,4
4660,-118.31,34.05,40.0,3.1406,417600.0,1,4,3,0,4
4661,-118.3,34.05,44.0,1.9152,115600.0,1,2,3,1,2
4662,-118.3,34.05,42.0,1.721,214300.0,1,2,2,1,2
4663,-118.31,34.05,42.0,2.2937,350000.0,1,1,2,1,1
4664,-118.3,34.05,46.0,2.1414,157700.0,1,3,3,0,2
4665,-118.3,34.05,31.0,2.2684,193800.0,1,2,3,1,2
4666,-118.29,34.05,30.0,1.3867,193800.0,1,2,2,1,2
4667,-118.29,34.05,34.0,1.5972,168800.0,1,2,3,0,2
4668,-118.3,34.05,36.0,1.9323,161100.0,1,3,3,1,3
4669,-118.3,34.05,34.0,2.096,187500.0,1,2,3,0,2
4670,-118.29,34.05,18.0,1.847,250000.0,1,2,3,1,2
4671,-118.29,34.05,11.0,2.3864,350000.0,1,1,3,1,1
4672,-118.29,34.05,31.0,2.053,229200.0,1,2,3,1,2
4673,-118.35,34.08,52.0,4.6838,479000.0,1,5,2,1,6
4674,-118.35,34.07,52.0,4.89,500001.0,1,6,2,0,6
4675,-118.35,34.07,52.0,4.1328,500001.0,1,6,2,1,6
4676,-118.34,34.07,52.0,5.8632,450000.0,1,6,3,1,6
4677,-118.34,34.08,52.0,10.586,500001.0,1,8,2,0,8
4678,-118.34,34.08,52.0,15.0001,500001.0,1,8,3,0,8
4679,-118.34,34.07,52.0,6.2223,500001.0,1,5,2,1,5
4680,-118.34,34.07,52.0,4.1618,500001.0,1,5,2,1,6
4681,-118.34,34.08,52.0,5.5871,500001.0,1,5,1,1,5
4682,-118.35,34.08,52.0,3.2645,175000.0,1,3,1,1,4
4683,-118.36,34.08,52.0,3.1765,225000.0,1,3,1,1,4
4684,-118.36,34.08,52.0,2.9621,175000.0,1,3,1,1,3
4685,-118.35,34.07,48.0,3.6111,450000.0,1,3,1,1,3
4686,-118.35,34.07,45.0,3.3594,287500.0,1,3,1,1,3
4687,-118.35,34.07,46.0,4.0179,350000.0,1,4,1,1,4
4688,-118.35,34.07,45.0,3.5719,500001.0,1,3,1,1,4
4689,-118.36,34.07,40.0,2.3375,355200.0,1,4,1,1,4
4690,-118.36,34.07,48.0,4.7019,411100.0,1,4,2,1,4
4691,-118.37,34.07,50.0,4.3667,405600.0,1,5,2,0,4
4692,-118.36,34.07,52.0,3.4265,456900.0,1,4,2,1,4
4693,-118.37,34.07,52.0,4.25,486900.0,1,5,2,1,5
4694,-118.37,34.07,52.0,5.24,486400.0,1,5,2,1,5
